persona_id,age,age_bucket,gender,race_ethnicity,education,income_bracket,ses,party_id,ideology,persona_text
8540,59,45-64,female,Black,No HS / HS only,<25k,Low,Republican,Moderate,"59-year-old Black female American with no hs / hs only education, <25k income, Republican party identification, and a moderate political ideology."
8541,70,65+,female,White,Some college / Associate,<25k,Low,Democrat,Very conservative,"70-year-old White female American with some college / associate education, <25k income, Democrat party identification, and a very conservative political ideology."
8542,46,45-64,male,White,Graduate degree,25k-50k,Upper-middle,Independent / Other,Moderate,"46-year-old White male American with graduate degree education, 25k-50k income, Independent / Other party identification, and a moderate political ideology."
8543,56,45-64,male,White,Bachelor's,25k-50k,Upper-middle,Independent / Other,Conservative,"56-year-old White male American with bachelor's education, 25k-50k income, Independent / Other party identification, and a conservative political ideology."
8544,88,65+,female,White,No HS / HS only,25k-50k,Lower-middle,Independent / Other,Moderate,"88-year-old White female American with no hs / hs only education, 25k-50k income, Independent / Other party identification, and a moderate political ideology."
8545,44,30-44,male,Other / Mixed,No HS / HS only,150k+,High,Democrat,Liberal,"44-year-old Other / Mixed male American with no hs / hs only education, 150k+ income, Democrat party identification, and a liberal political ideology."
8546,60,45-64,female,Hispanic,Some college / Associate,75k-100k,Upper-middle,Independent / Other,Liberal,"60-year-old Hispanic female American with some college / associate education, 75k-100k income, Independent / Other party identification, and a liberal political ideology."
8547,42,30-44,female,White,Bachelor's,150k+,High,Republican,Moderate,"42-year-old White female American with bachelor's education, 150k+ income, Republican party identification, and a moderate political ideology."
8548,86,65+,female,Asian,No HS / HS only,75k-100k,Upper-middle,Republican,Very conservative,"86-year-old Asian female American with no hs / hs only education, 75k-100k income, Republican party identification, and a very conservative political ideology."
8549,20,18-29,male,White,Some college / Associate,75k-100k,Upper-middle,Republican,Liberal,"20-year-old White male American with some college / associate education, 75k-100k income, Republican party identification, and a liberal political ideology."
8550,53,45-64,male,White,Some college / Associate,50k-75k,Middle,Independent / Other,Moderate,"53-year-old White male American with some college / associate education, 50k-75k income, Independent / Other party identification, and a moderate political ideology."
8551,46,45-64,male,White,Graduate degree,50k-75k,Upper-middle,Independent / Other,Very conservative,"46-year-old White male American with graduate degree education, 50k-75k income, Independent / Other party identification, and a very conservative political ideology."
8552,43,30-44,male,Hispanic,No HS / HS only,150k+,High,Democrat,Conservative,"43-year-old Hispanic male American with no hs / hs only education, 150k+ income, Democrat party identification, and a conservative political ideology."
8553,64,45-64,female,White,Graduate degree,25k-50k,Upper-middle,Democrat,Very liberal,"64-year-old White female American with graduate degree education, 25k-50k income, Democrat party identification, and a very liberal political ideology."
8554,67,65+,female,Hispanic,No HS / HS only,50k-75k,Middle,Republican,Conservative,"67-year-old Hispanic female American with no hs / hs only education, 50k-75k income, Republican party identification, and a conservative political ideology."
8555,21,18-29,male,White,Bachelor's,150k+,High,Independent / Other,Moderate,"21-year-old White male American with bachelor's education, 150k+ income, Independent / Other party identification, and a moderate political ideology."
8556,38,30-44,female,Hispanic,Some college / Associate,75k-100k,Upper-middle,Republican,Liberal,"38-year-old Hispanic female American with some college / associate education, 75k-100k income, Republican party identification, and a liberal political ideology."
8557,26,18-29,male,White,Bachelor's,25k-50k,Upper-middle,Democrat,Liberal,"26-year-old White male American with bachelor's education, 25k-50k income, Democrat party identification, and a liberal political ideology."
8558,78,65+,female,Hispanic,Some college / Associate,25k-50k,Lower-middle,Independent / Other,Moderate,"78-year-old Hispanic female American with some college / associate education, 25k-50k income, Independent / Other party identification, and a moderate political ideology."
8559,74,65+,female,White,No HS / HS only,25k-50k,Lower-middle,Democrat,Liberal,"74-year-old White female American with no hs / hs only education, 25k-50k income, Democrat party identification, and a liberal political ideology."
8560,74,65+,male,White,No HS / HS only,25k-50k,Lower-middle,Democrat,Moderate,"74-year-old White male American with no hs / hs only education, 25k-50k income, Democrat party identification, and a moderate political ideology."
8561,33,30-44,female,White,No HS / HS only,25k-50k,Lower-middle,Democrat,Liberal,"33-year-old White female American with no hs / hs only education, 25k-50k income, Democrat party identification, and a liberal political ideology."
8562,43,30-44,male,Black,Some college / Associate,<25k,Low,Republican,Liberal,"43-year-old Black male American with some college / associate education, <25k income, Republican party identification, and a liberal political ideology."
8563,71,65+,male,White,Graduate degree,<25k,Upper-middle,Democrat,Moderate,"71-year-old White male American with graduate degree education, <25k income, Democrat party identification, and a moderate political ideology."
8564,75,65+,female,White,Bachelor's,50k-75k,Upper-middle,Independent / Other,Very liberal,"75-year-old White female American with bachelor's education, 50k-75k income, Independent / Other party identification, and a very liberal political ideology."
8565,59,45-64,female,White,Graduate degree,150k+,High,Independent / Other,Moderate,"59-year-old White female American with graduate degree education, 150k+ income, Independent / Other party identification, and a moderate political ideology."
8566,33,30-44,male,White,Graduate degree,100k-150k,High,Republican,Moderate,"33-year-old White male American with graduate degree education, 100k-150k income, Republican party identification, and a moderate political ideology."
8567,26,18-29,female,White,No HS / HS only,25k-50k,Lower-middle,Independent / Other,Conservative,"26-year-old White female American with no hs / hs only education, 25k-50k income, Independent / Other party identification, and a conservative political ideology."
8568,62,45-64,female,White,Bachelor's,25k-50k,Upper-middle,Independent / Other,Moderate,"62-year-old White female American with bachelor's education, 25k-50k income, Independent / Other party identification, and a moderate political ideology."
8569,54,45-64,female,White,Graduate degree,<25k,Upper-middle,Republican,Conservative,"54-year-old White female American with graduate degree education, <25k income, Republican party identification, and a conservative political ideology."
8570,37,30-44,male,White,Some college / Associate,75k-100k,Upper-middle,Republican,Liberal,"37-year-old White male American with some college / associate education, 75k-100k income, Republican party identification, and a liberal political ideology."
8571,62,45-64,female,White,No HS / HS only,50k-75k,Middle,Republican,Very conservative,"62-year-old White female American with no hs / hs only education, 50k-75k income, Republican party identification, and a very conservative political ideology."
8572,51,45-64,female,White,No HS / HS only,25k-50k,Lower-middle,Independent / Other,Very liberal,"51-year-old White female American with no hs / hs only education, 25k-50k income, Independent / Other party identification, and a very liberal political ideology."
8573,52,45-64,male,White,Some college / Associate,150k+,High,Republican,Moderate,"52-year-old White male American with some college / associate education, 150k+ income, Republican party identification, and a moderate political ideology."
8574,58,45-64,male,White,Bachelor's,50k-75k,Upper-middle,Independent / Other,Moderate,"58-year-old White male American with bachelor's education, 50k-75k income, Independent / Other party identification, and a moderate political ideology."
8575,64,45-64,female,White,Some college / Associate,100k-150k,Upper-middle,Independent / Other,Moderate,"64-year-old White female American with some college / associate education, 100k-150k income, Independent / Other party identification, and a moderate political ideology."
8576,58,45-64,male,White,No HS / HS only,150k+,High,Independent / Other,Liberal,"58-year-old White male American with no hs / hs only education, 150k+ income, Independent / Other party identification, and a liberal political ideology."
8577,61,45-64,male,White,Graduate degree,25k-50k,Upper-middle,Democrat,Conservative,"61-year-old White male American with graduate degree education, 25k-50k income, Democrat party identification, and a conservative political ideology."
8578,18,18-29,male,White,No HS / HS only,<25k,Low,Democrat,Very conservative,"18-year-old White male American with no hs / hs only education, <25k income, Democrat party identification, and a very conservative political ideology."
8579,74,65+,male,White,No HS / HS only,<25k,Low,Independent / Other,Moderate,"74-year-old White male American with no hs / hs only education, <25k income, Independent / Other party identification, and a moderate political ideology."
8580,55,45-64,female,Hispanic,Bachelor's,50k-75k,Upper-middle,Independent / Other,Liberal,"55-year-old Hispanic female American with bachelor's education, 50k-75k income, Independent / Other party identification, and a liberal political ideology."
8581,88,65+,female,Other / Mixed,No HS / HS only,150k+,High,Independent / Other,Liberal,"88-year-old Other / Mixed female American with no hs / hs only education, 150k+ income, Independent / Other party identification, and a liberal political ideology."
8582,78,65+,female,Hispanic,Some college / Associate,25k-50k,Lower-middle,Republican,Very liberal,"78-year-old Hispanic female American with some college / associate education, 25k-50k income, Republican party identification, and a very liberal political ideology."
8583,80,65+,male,Hispanic,Some college / Associate,100k-150k,Upper-middle,Independent / Other,Very liberal,"80-year-old Hispanic male American with some college / associate education, 100k-150k income, Independent / Other party identification, and a very liberal political ideology."
8584,46,45-64,male,Hispanic,No HS / HS only,50k-75k,Middle,Democrat,Moderate,"46-year-old Hispanic male American with no hs / hs only education, 50k-75k income, Democrat party identification, and a moderate political ideology."
8585,32,30-44,male,White,Bachelor's,50k-75k,Upper-middle,Independent / Other,Liberal,"32-year-old White male American with bachelor's education, 50k-75k income, Independent / Other party identification, and a liberal political ideology."
8586,46,45-64,male,White,Some college / Associate,75k-100k,Upper-middle,Democrat,Very liberal,"46-year-old White male American with some college / associate education, 75k-100k income, Democrat party identification, and a very liberal political ideology."
8587,29,18-29,male,White,Some college / Associate,<25k,Low,Republican,Very conservative,"29-year-old White male American with some college / associate education, <25k income, Republican party identification, and a very conservative political ideology."
8588,48,45-64,female,Hispanic,Bachelor's,150k+,High,Republican,Conservative,"48-year-old Hispanic female American with bachelor's education, 150k+ income, Republican party identification, and a conservative political ideology."
8589,65,65+,female,Hispanic,No HS / HS only,25k-50k,Lower-middle,Republican,Moderate,"65-year-old Hispanic female American with no hs / hs only education, 25k-50k income, Republican party identification, and a moderate political ideology."
8590,57,45-64,female,Black,Bachelor's,<25k,Upper-middle,Democrat,Conservative,"57-year-old Black female American with bachelor's education, <25k income, Democrat party identification, and a conservative political ideology."
8591,57,45-64,male,Black,Some college / Associate,100k-150k,Upper-middle,Republican,Liberal,"57-year-old Black male American with some college / associate education, 100k-150k income, Republican party identification, and a liberal political ideology."
8592,26,18-29,female,Asian,Some college / Associate,<25k,Low,Republican,Very conservative,"26-year-old Asian female American with some college / associate education, <25k income, Republican party identification, and a very conservative political ideology."
8593,85,65+,female,White,Some college / Associate,100k-150k,Upper-middle,Independent / Other,Conservative,"85-year-old White female American with some college / associate education, 100k-150k income, Independent / Other party identification, and a conservative political ideology."
8594,89,65+,female,Hispanic,No HS / HS only,<25k,Low,Independent / Other,Conservative,"89-year-old Hispanic female American with no hs / hs only education, <25k income, Independent / Other party identification, and a conservative political ideology."
8595,21,18-29,female,White,No HS / HS only,<25k,Low,Republican,Moderate,"21-year-old White female American with no hs / hs only education, <25k income, Republican party identification, and a moderate political ideology."
8596,63,45-64,male,Asian,No HS / HS only,<25k,Low,Independent / Other,Conservative,"63-year-old Asian male American with no hs / hs only education, <25k income, Independent / Other party identification, and a conservative political ideology."
8597,55,45-64,female,White,Some college / Associate,25k-50k,Lower-middle,Independent / Other,Conservative,"55-year-old White female American with some college / associate education, 25k-50k income, Independent / Other party identification, and a conservative political ideology."
8598,52,45-64,female,White,Bachelor's,75k-100k,Upper-middle,Republican,Very conservative,"52-year-old White female American with bachelor's education, 75k-100k income, Republican party identification, and a very conservative political ideology."
8599,18,18-29,male,Black,No HS / HS only,25k-50k,Lower-middle,Republican,Liberal,"18-year-old Black male American with no hs / hs only education, 25k-50k income, Republican party identification, and a liberal political ideology."
8600,19,18-29,female,White,Bachelor's,25k-50k,Upper-middle,Independent / Other,Moderate,"19-year-old White female American with bachelor's education, 25k-50k income, Independent / Other party identification, and a moderate political ideology."
8601,87,65+,male,White,Some college / Associate,25k-50k,Lower-middle,Independent / Other,Very liberal,"87-year-old White male American with some college / associate education, 25k-50k income, Independent / Other party identification, and a very liberal political ideology."
8602,61,45-64,female,White,Bachelor's,75k-100k,Upper-middle,Independent / Other,Liberal,"61-year-old White female American with bachelor's education, 75k-100k income, Independent / Other party identification, and a liberal political ideology."
8603,72,65+,male,Black,Bachelor's,100k-150k,High,Republican,Very conservative,"72-year-old Black male American with bachelor's education, 100k-150k income, Republican party identification, and a very conservative political ideology."
8604,47,45-64,male,Hispanic,Bachelor's,25k-50k,Upper-middle,Republican,Very liberal,"47-year-old Hispanic male American with bachelor's education, 25k-50k income, Republican party identification, and a very liberal political ideology."
8605,23,18-29,male,White,No HS / HS only,75k-100k,Upper-middle,Republican,Liberal,"23-year-old White male American with no hs / hs only education, 75k-100k income, Republican party identification, and a liberal political ideology."
8606,32,30-44,female,White,Bachelor's,150k+,High,Republican,Very conservative,"32-year-old White female American with bachelor's education, 150k+ income, Republican party identification, and a very conservative political ideology."
8607,23,18-29,female,Asian,Some college / Associate,50k-75k,Middle,Republican,Moderate,"23-year-old Asian female American with some college / associate education, 50k-75k income, Republican party identification, and a moderate political ideology."
8608,25,18-29,female,White,Bachelor's,75k-100k,Upper-middle,Democrat,Moderate,"25-year-old White female American with bachelor's education, 75k-100k income, Democrat party identification, and a moderate political ideology."
8609,61,45-64,male,Hispanic,Graduate degree,<25k,Upper-middle,Independent / Other,Moderate,"61-year-old Hispanic male American with graduate degree education, <25k income, Independent / Other party identification, and a moderate political ideology."
8610,90,65+,female,White,Some college / Associate,150k+,High,Republican,Moderate,"90-year-old White female American with some college / associate education, 150k+ income, Republican party identification, and a moderate political ideology."
8611,40,30-44,male,Hispanic,No HS / HS only,50k-75k,Middle,Republican,Very conservative,"40-year-old Hispanic male American with no hs / hs only education, 50k-75k income, Republican party identification, and a very conservative political ideology."
8612,43,30-44,female,White,Some college / Associate,150k+,High,Republican,Liberal,"43-year-old White female American with some college / associate education, 150k+ income, Republican party identification, and a liberal political ideology."
8613,86,65+,male,Hispanic,Graduate degree,25k-50k,Upper-middle,Independent / Other,Very conservative,"86-year-old Hispanic male American with graduate degree education, 25k-50k income, Independent / Other party identification, and a very conservative political ideology."
8614,30,30-44,male,Black,Graduate degree,75k-100k,Upper-middle,Independent / Other,Very conservative,"30-year-old Black male American with graduate degree education, 75k-100k income, Independent / Other party identification, and a very conservative political ideology."
8615,30,30-44,male,Asian,No HS / HS only,50k-75k,Middle,Independent / Other,Very liberal,"30-year-old Asian male American with no hs / hs only education, 50k-75k income, Independent / Other party identification, and a very liberal political ideology."
8616,60,45-64,male,White,No HS / HS only,50k-75k,Middle,Republican,Moderate,"60-year-old White male American with no hs / hs only education, 50k-75k income, Republican party identification, and a moderate political ideology."
8617,65,65+,female,White,No HS / HS only,100k-150k,Upper-middle,Independent / Other,Conservative,"65-year-old White female American with no hs / hs only education, 100k-150k income, Independent / Other party identification, and a conservative political ideology."
8618,25,18-29,male,Hispanic,No HS / HS only,50k-75k,Middle,Democrat,Conservative,"25-year-old Hispanic male American with no hs / hs only education, 50k-75k income, Democrat party identification, and a conservative political ideology."
8619,23,18-29,male,White,No HS / HS only,100k-150k,Upper-middle,Independent / Other,Moderate,"23-year-old White male American with no hs / hs only education, 100k-150k income, Independent / Other party identification, and a moderate political ideology."
8620,58,45-64,male,Other / Mixed,No HS / HS only,50k-75k,Middle,Republican,Conservative,"58-year-old Other / Mixed male American with no hs / hs only education, 50k-75k income, Republican party identification, and a conservative political ideology."
8621,68,65+,female,Black,No HS / HS only,25k-50k,Lower-middle,Independent / Other,Conservative,"68-year-old Black female American with no hs / hs only education, 25k-50k income, Independent / Other party identification, and a conservative political ideology."
8622,86,65+,male,White,Some college / Associate,50k-75k,Middle,Independent / Other,Liberal,"86-year-old White male American with some college / associate education, 50k-75k income, Independent / Other party identification, and a liberal political ideology."
8623,69,65+,male,White,No HS / HS only,75k-100k,Upper-middle,Democrat,Moderate,"69-year-old White male American with no hs / hs only education, 75k-100k income, Democrat party identification, and a moderate political ideology."
8624,61,45-64,male,White,No HS / HS only,25k-50k,Lower-middle,Independent / Other,Conservative,"61-year-old White male American with no hs / hs only education, 25k-50k income, Independent / Other party identification, and a conservative political ideology."
8625,76,65+,female,White,No HS / HS only,<25k,Low,Independent / Other,Conservative,"76-year-old White female American with no hs / hs only education, <25k income, Independent / Other party identification, and a conservative political ideology."
8626,54,45-64,male,White,Some college / Associate,75k-100k,Upper-middle,Democrat,Moderate,"54-year-old White male American with some college / associate education, 75k-100k income, Democrat party identification, and a moderate political ideology."
8627,34,30-44,female,White,Some college / Associate,50k-75k,Middle,Independent / Other,Very conservative,"34-year-old White female American with some college / associate education, 50k-75k income, Independent / Other party identification, and a very conservative political ideology."
8628,30,30-44,female,Hispanic,No HS / HS only,<25k,Low,Democrat,Liberal,"30-year-old Hispanic female American with no hs / hs only education, <25k income, Democrat party identification, and a liberal political ideology."
8629,82,65+,female,Hispanic,Bachelor's,75k-100k,Upper-middle,Independent / Other,Moderate,"82-year-old Hispanic female American with bachelor's education, 75k-100k income, Independent / Other party identification, and a moderate political ideology."
8630,24,18-29,female,Asian,Some college / Associate,50k-75k,Middle,Independent / Other,Liberal,"24-year-old Asian female American with some college / associate education, 50k-75k income, Independent / Other party identification, and a liberal political ideology."
8631,72,65+,male,Asian,Some college / Associate,100k-150k,Upper-middle,Democrat,Very conservative,"72-year-old Asian male American with some college / associate education, 100k-150k income, Democrat party identification, and a very conservative political ideology."
8632,27,18-29,female,Hispanic,Graduate degree,25k-50k,Upper-middle,Independent / Other,Very conservative,"27-year-old Hispanic female American with graduate degree education, 25k-50k income, Independent / Other party identification, and a very conservative political ideology."
8633,19,18-29,female,White,No HS / HS only,75k-100k,Upper-middle,Democrat,Conservative,"19-year-old White female American with no hs / hs only education, 75k-100k income, Democrat party identification, and a conservative political ideology."
8634,21,18-29,male,White,No HS / HS only,25k-50k,Lower-middle,Democrat,Conservative,"21-year-old White male American with no hs / hs only education, 25k-50k income, Democrat party identification, and a conservative political ideology."
8635,89,65+,male,White,Graduate degree,25k-50k,Upper-middle,Democrat,Conservative,"89-year-old White male American with graduate degree education, 25k-50k income, Democrat party identification, and a conservative political ideology."
8636,37,30-44,female,Black,No HS / HS only,50k-75k,Middle,Independent / Other,Moderate,"37-year-old Black female American with no hs / hs only education, 50k-75k income, Independent / Other party identification, and a moderate political ideology."
8637,80,65+,female,White,No HS / HS only,150k+,High,Republican,Conservative,"80-year-old White female American with no hs / hs only education, 150k+ income, Republican party identification, and a conservative political ideology."
8638,74,65+,female,Other / Mixed,Graduate degree,<25k,Upper-middle,Independent / Other,Liberal,"74-year-old Other / Mixed female American with graduate degree education, <25k income, Independent / Other party identification, and a liberal political ideology."
8639,26,18-29,male,Hispanic,Bachelor's,75k-100k,Upper-middle,Independent / Other,Moderate,"26-year-old Hispanic male American with bachelor's education, 75k-100k income, Independent / Other party identification, and a moderate political ideology."
8640,20,18-29,male,Other / Mixed,Bachelor's,<25k,Upper-middle,Democrat,Liberal,"20-year-old Other / Mixed male American with bachelor's education, <25k income, Democrat party identification, and a liberal political ideology."
8641,48,45-64,male,Black,Graduate degree,50k-75k,Upper-middle,Independent / Other,Conservative,"48-year-old Black male American with graduate degree education, 50k-75k income, Independent / Other party identification, and a conservative political ideology."
8642,22,18-29,male,White,No HS / HS only,<25k,Low,Independent / Other,Moderate,"22-year-old White male American with no hs / hs only education, <25k income, Independent / Other party identification, and a moderate political ideology."
8643,64,45-64,female,White,Graduate degree,25k-50k,Upper-middle,Independent / Other,Moderate,"64-year-old White female American with graduate degree education, 25k-50k income, Independent / Other party identification, and a moderate political ideology."
8644,22,18-29,male,White,Some college / Associate,100k-150k,Upper-middle,Democrat,Moderate,"22-year-old White male American with some college / associate education, 100k-150k income, Democrat party identification, and a moderate political ideology."
8645,27,18-29,female,White,Bachelor's,100k-150k,High,Republican,Very conservative,"27-year-old White female American with bachelor's education, 100k-150k income, Republican party identification, and a very conservative political ideology."
8646,64,45-64,male,Hispanic,No HS / HS only,75k-100k,Upper-middle,Republican,Moderate,"64-year-old Hispanic male American with no hs / hs only education, 75k-100k income, Republican party identification, and a moderate political ideology."
8647,40,30-44,female,White,No HS / HS only,75k-100k,Upper-middle,Democrat,Moderate,"40-year-old White female American with no hs / hs only education, 75k-100k income, Democrat party identification, and a moderate political ideology."
8648,25,18-29,female,Hispanic,Graduate degree,<25k,Upper-middle,Independent / Other,Conservative,"25-year-old Hispanic female American with graduate degree education, <25k income, Independent / Other party identification, and a conservative political ideology."
8649,63,45-64,female,White,No HS / HS only,75k-100k,Upper-middle,Democrat,Moderate,"63-year-old White female American with no hs / hs only education, 75k-100k income, Democrat party identification, and a moderate political ideology."
8650,37,30-44,female,White,Some college / Associate,50k-75k,Middle,Independent / Other,Liberal,"37-year-old White female American with some college / associate education, 50k-75k income, Independent / Other party identification, and a liberal political ideology."
8651,39,30-44,female,Black,Bachelor's,75k-100k,Upper-middle,Republican,Very conservative,"39-year-old Black female American with bachelor's education, 75k-100k income, Republican party identification, and a very conservative political ideology."
8652,58,45-64,female,Other / Mixed,Graduate degree,25k-50k,Upper-middle,Democrat,Very liberal,"58-year-old Other / Mixed female American with graduate degree education, 25k-50k income, Democrat party identification, and a very liberal political ideology."
8653,63,45-64,male,Hispanic,Some college / Associate,100k-150k,Upper-middle,Republican,Very conservative,"63-year-old Hispanic male American with some college / associate education, 100k-150k income, Republican party identification, and a very conservative political ideology."
8654,64,45-64,female,White,No HS / HS only,100k-150k,Upper-middle,Independent / Other,Moderate,"64-year-old White female American with no hs / hs only education, 100k-150k income, Independent / Other party identification, and a moderate political ideology."
8655,26,18-29,male,White,Bachelor's,<25k,Upper-middle,Republican,Conservative,"26-year-old White male American with bachelor's education, <25k income, Republican party identification, and a conservative political ideology."
8656,76,65+,female,White,Some college / Associate,100k-150k,Upper-middle,Democrat,Moderate,"76-year-old White female American with some college / associate education, 100k-150k income, Democrat party identification, and a moderate political ideology."
8657,46,45-64,male,White,Some college / Associate,<25k,Low,Republican,Moderate,"46-year-old White male American with some college / associate education, <25k income, Republican party identification, and a moderate political ideology."
8658,49,45-64,male,Hispanic,No HS / HS only,25k-50k,Lower-middle,Democrat,Very conservative,"49-year-old Hispanic male American with no hs / hs only education, 25k-50k income, Democrat party identification, and a very conservative political ideology."
8659,64,45-64,female,White,Some college / Associate,<25k,Low,Independent / Other,Moderate,"64-year-old White female American with some college / associate education, <25k income, Independent / Other party identification, and a moderate political ideology."
8660,76,65+,female,White,No HS / HS only,50k-75k,Middle,Democrat,Conservative,"76-year-old White female American with no hs / hs only education, 50k-75k income, Democrat party identification, and a conservative political ideology."
8661,82,65+,male,White,Graduate degree,100k-150k,High,Democrat,Liberal,"82-year-old White male American with graduate degree education, 100k-150k income, Democrat party identification, and a liberal political ideology."
8662,45,45-64,male,Black,Bachelor's,75k-100k,Upper-middle,Democrat,Moderate,"45-year-old Black male American with bachelor's education, 75k-100k income, Democrat party identification, and a moderate political ideology."
8663,59,45-64,female,White,Bachelor's,100k-150k,High,Republican,Very conservative,"59-year-old White female American with bachelor's education, 100k-150k income, Republican party identification, and a very conservative political ideology."
8664,62,45-64,female,White,Bachelor's,100k-150k,High,Democrat,Very liberal,"62-year-old White female American with bachelor's education, 100k-150k income, Democrat party identification, and a very liberal political ideology."
8665,59,45-64,male,Asian,No HS / HS only,150k+,High,Democrat,Moderate,"59-year-old Asian male American with no hs / hs only education, 150k+ income, Democrat party identification, and a moderate political ideology."
8666,61,45-64,male,Hispanic,Bachelor's,150k+,High,Independent / Other,Moderate,"61-year-old Hispanic male American with bachelor's education, 150k+ income, Independent / Other party identification, and a moderate political ideology."
8667,73,65+,female,White,Bachelor's,<25k,Upper-middle,Independent / Other,Moderate,"73-year-old White female American with bachelor's education, <25k income, Independent / Other party identification, and a moderate political ideology."
8668,37,30-44,female,White,Bachelor's,100k-150k,High,Democrat,Moderate,"37-year-old White female American with bachelor's education, 100k-150k income, Democrat party identification, and a moderate political ideology."
8669,53,45-64,male,White,Some college / Associate,50k-75k,Middle,Democrat,Liberal,"53-year-old White male American with some college / associate education, 50k-75k income, Democrat party identification, and a liberal political ideology."
8670,53,45-64,female,White,Some college / Associate,100k-150k,Upper-middle,Independent / Other,Moderate,"53-year-old White female American with some college / associate education, 100k-150k income, Independent / Other party identification, and a moderate political ideology."
8671,85,65+,male,White,No HS / HS only,100k-150k,Upper-middle,Republican,Moderate,"85-year-old White male American with no hs / hs only education, 100k-150k income, Republican party identification, and a moderate political ideology."
8672,42,30-44,male,White,Graduate degree,25k-50k,Upper-middle,Independent / Other,Very liberal,"42-year-old White male American with graduate degree education, 25k-50k income, Independent / Other party identification, and a very liberal political ideology."
8673,51,45-64,male,White,Some college / Associate,25k-50k,Lower-middle,Independent / Other,Moderate,"51-year-old White male American with some college / associate education, 25k-50k income, Independent / Other party identification, and a moderate political ideology."
8674,26,18-29,male,White,Graduate degree,<25k,Upper-middle,Independent / Other,Very liberal,"26-year-old White male American with graduate degree education, <25k income, Independent / Other party identification, and a very liberal political ideology."
8675,82,65+,female,White,No HS / HS only,25k-50k,Lower-middle,Democrat,Conservative,"82-year-old White female American with no hs / hs only education, 25k-50k income, Democrat party identification, and a conservative political ideology."
8676,85,65+,female,Hispanic,Graduate degree,25k-50k,Upper-middle,Republican,Moderate,"85-year-old Hispanic female American with graduate degree education, 25k-50k income, Republican party identification, and a moderate political ideology."
8677,54,45-64,female,White,Some college / Associate,75k-100k,Upper-middle,Republican,Moderate,"54-year-old White female American with some college / associate education, 75k-100k income, Republican party identification, and a moderate political ideology."
8678,28,18-29,male,Black,No HS / HS only,25k-50k,Lower-middle,Independent / Other,Conservative,"28-year-old Black male American with no hs / hs only education, 25k-50k income, Independent / Other party identification, and a conservative political ideology."
8679,60,45-64,male,Hispanic,Some college / Associate,25k-50k,Lower-middle,Democrat,Moderate,"60-year-old Hispanic male American with some college / associate education, 25k-50k income, Democrat party identification, and a moderate political ideology."
8680,33,30-44,male,White,No HS / HS only,50k-75k,Middle,Independent / Other,Conservative,"33-year-old White male American with no hs / hs only education, 50k-75k income, Independent / Other party identification, and a conservative political ideology."
8681,50,45-64,female,White,Graduate degree,150k+,High,Independent / Other,Moderate,"50-year-old White female American with graduate degree education, 150k+ income, Independent / Other party identification, and a moderate political ideology."
8682,33,30-44,female,White,Bachelor's,150k+,High,Republican,Moderate,"33-year-old White female American with bachelor's education, 150k+ income, Republican party identification, and a moderate political ideology."
8683,37,30-44,male,White,No HS / HS only,50k-75k,Middle,Democrat,Very liberal,"37-year-old White male American with no hs / hs only education, 50k-75k income, Democrat party identification, and a very liberal political ideology."
8684,90,65+,male,White,Some college / Associate,<25k,Low,Democrat,Very conservative,"90-year-old White male American with some college / associate education, <25k income, Democrat party identification, and a very conservative political ideology."
8685,31,30-44,female,White,No HS / HS only,50k-75k,Middle,Independent / Other,Very liberal,"31-year-old White female American with no hs / hs only education, 50k-75k income, Independent / Other party identification, and a very liberal political ideology."
8686,28,18-29,female,Hispanic,Bachelor's,25k-50k,Upper-middle,Independent / Other,Liberal,"28-year-old Hispanic female American with bachelor's education, 25k-50k income, Independent / Other party identification, and a liberal political ideology."
8687,63,45-64,female,Black,Bachelor's,150k+,High,Independent / Other,Very conservative,"63-year-old Black female American with bachelor's education, 150k+ income, Independent / Other party identification, and a very conservative political ideology."
8688,48,45-64,male,White,Bachelor's,150k+,High,Democrat,Liberal,"48-year-old White male American with bachelor's education, 150k+ income, Democrat party identification, and a liberal political ideology."
8689,35,30-44,female,Hispanic,Some college / Associate,<25k,Low,Independent / Other,Moderate,"35-year-old Hispanic female American with some college / associate education, <25k income, Independent / Other party identification, and a moderate political ideology."
8690,67,65+,female,White,Graduate degree,<25k,Upper-middle,Independent / Other,Moderate,"67-year-old White female American with graduate degree education, <25k income, Independent / Other party identification, and a moderate political ideology."
8691,33,30-44,male,White,Bachelor's,50k-75k,Upper-middle,Democrat,Conservative,"33-year-old White male American with bachelor's education, 50k-75k income, Democrat party identification, and a conservative political ideology."
8692,37,30-44,male,White,Graduate degree,50k-75k,Upper-middle,Democrat,Conservative,"37-year-old White male American with graduate degree education, 50k-75k income, Democrat party identification, and a conservative political ideology."
8693,78,65+,male,White,Bachelor's,100k-150k,High,Democrat,Very liberal,"78-year-old White male American with bachelor's education, 100k-150k income, Democrat party identification, and a very liberal political ideology."
8694,36,30-44,female,White,Some college / Associate,75k-100k,Upper-middle,Democrat,Very liberal,"36-year-old White female American with some college / associate education, 75k-100k income, Democrat party identification, and a very liberal political ideology."
8695,76,65+,male,Hispanic,No HS / HS only,75k-100k,Upper-middle,Democrat,Conservative,"76-year-old Hispanic male American with no hs / hs only education, 75k-100k income, Democrat party identification, and a conservative political ideology."
